CpGs,Monocytes_EPIC,B-cells_EPIC,CD4T-cells_EPIC,NK-cells_EPIC,CD8T-cells_EPIC,Neutrophils_EPIC,Erythrocyte_progenitors,Adipocytes,Cortical_neurons,Hepatocytes,Lung_cells,Pancreatic_beta_cells,Pancreatic_acinar_cells,Pancreatic_duct_cells,Vascular_endothelial_cells,Colon_epithelial_cells,Left_atrium,Bladder,Breast,Head_and_neck_larynx,Kidney,Prostate,Thyroid,Upper_GI,Uterus_cervix
cg19331221,0.1614,0.138,0.1276,0.1695,0.1784,0.1373,0.1822,0.0199,0.0187,0.0195,0.0233,0.0139,0.0138,0.0184,0.0722,0.0225,0.0252,0.0331,0.0194,0.0152,0.0147,0.012,0.017,0.0362,0.0223
cg18569141,0.2735,0.2696,0.3514,0.338,0.4462,0.2938,0.2394,0.0689,0.04,0.0181,0.0345,0.00585,0.0207,0.0166,0.1704,0.021,0.0407,0.0466,0.0362,0.0448,0.0304,0.0202,0.0276,0.0619,0.0388
cg16439823,0.2934,0.2423,0.2437,0.291,0.2821,0.2807,0.3422,0.1361,0.0964,0.0697,0.074,0.07355,0.0672,0.0601,0.1488,0.0599,0.1174,0.1507,0.1248,0.1411,0.1077,0.113,0.114,0.1437,0.134
cg18675610,0.5402,0.6193,0.3951,0.5454,0.5314,0.5786,0.5164,0.0651,0.1477,0.0619,0.049,0.0141,0.0076,0.0152,0.1574,0.0114,0.1543,0.1003,0.0565,0.0762,0.0583,0.0483,0.1593,0.0777,0.0757
cg22706007,0.2148,0.2877,0.2011,0.266,0.3053,0.2318,0.219,0.0542,0.1302,0.0672,0.0434,0.029325,0.035,0.0292,0.0557,0.0407,0.0486,0.0491,0.0638,0.0654,0.0517,0.0511,0.0749,0.0499,0.0642
cg22138735,0.4726,0.4945,0.3096,0.3544,0.363,0.4274,0.2408,0.2531,0.0555,0.0354,0.134,0.037225,0.0284,0.0316,0.1493,0.1812,0.1492,0.1477,0.0912,0.0963,0.101,0.0476,0.0469,0.1179,0.0661
cg04055490,0.5123,0.5545,0.2286,0.441,0.2011,0.4776,0.4123,0.1101,0.1124,0.0568,0.0927,0.110325,0.0573,0.0554,0.1483,0.1379,0.1229,0.1469,0.1261,0.1366,0.0932,0.1076,0.0954,0.1227,0.1449
cg08846870,0.9464,0.9383,0.947,0.9471,0.9471,0.9482,0.9701,0.2029,0.0988,0.018,0.1414,0.022125,0.0139,0.0183,0.2206,0.0537,0.1878,0.2164,0.1729,0.1974,0.1352,0.0992,0.1507,0.1733,0.1126
cg07865091,0.7149,0.6769,0.6078,0.6529,0.6195,0.6946,0.7678,0.1086,0.0562,0.045,0.109,0.066725,0.0484,0.0405,0.1489,0.0377,0.1526,0.1918,0.1866,0.183,0.1051,0.1098,0.0997,0.1987,0.1284
cg17847861,0.4302,0.173,0.229,0.1842,0.2195,0.3504,0.2446,0.1863,0.0278,0.2697,0.172,0.036225,0.0569,0.0757,0.299,0.0045,0.2208,0.1105,0.1059,0.1216,0.1108,0.0734,0.1588,0.1044,0.1029
cg03063309,0.7529,0.6688,0.5504,0.6141,0.5606,0.7108,0.6684,0.1097,0.4524,0.05,0.0947,0.153375,0.0827,0.0453,0.187,0.0368,0.14,0.1529,0.2644,0.2385,0.0952,0.1052,0.0984,0.1621,0.1258
cg16402452,0.912,0.916,0.9147,0.9074,0.9304,0.8829,0.9413,0.1479,0.1269,0.1181,0.1356,0.063325,0.093,0.0914,0.1646,0.0863,0.1786,0.1993,0.1366,0.1415,0.0884,0.0919,0.1022,0.1652,0.1055
cg11532431,0.7928,0.8391,0.797,0.8197,0.809,0.7844,0.875,0.1517,0.0202,0.0181,0.1041,0.0082,0.0225,0.0221,0.1911,0.0142,0.184,0.2114,0.1792,0.1578,0.0801,0.0751,0.0807,0.1856,0.1035
cg02297709,0.8223,0.8464,0.8553,0.8259,0.8811,0.8128,0.8005,0.0419,0.0895,0.6622,0.071,0.220225,0.0451,0.0127,0.0887,0.0647,0.0529,0.1441,0.0682,0.08,0.0438,0.0557,0.0931,0.0987,0.037
cg15926420,0.6805,0.6609,0.6532,0.6858,0.7184,0.6602,0.6753,0.1472,0.2088,0.6194,0.2119,0.4218,0.251,0.1243,0.2478,0.1073,0.157,0.3507,0.2356,0.2834,0.1861,0.2405,0.3081,0.2758,0.2019
cg24591770,0.9379,0.942,0.9398,0.9382,0.9456,0.9366,0.9432,0.2319,0.163,0.0377,0.4938,0.05045,0.023,0.0191,0.1333,0.0328,0.2984,0.1429,0.1564,0.1451,0.0492,0.0593,0.0756,0.1175,0.0997
cg10661769,0.5449,0.3934,0.6978,0.5665,0.7328,0.5568,0.4219,0.0788,0.0996,0.0285,0.0828,0.030925,0.0219,0.0118,0.1464,0.0296,0.0793,0.1279,0.0786,0.0823,0.0581,0.0477,0.0928,0.1023,0.0686
cg12433575,0.6892,0.586,0.8212,0.7495,0.8591,0.7026,0.7321,0.3238,0.4088,0.051,0.2111,0.190625,0.0854,0.1064,0.3333,0.0555,0.3007,0.3873,0.3086,0.3034,0.2393,0.2305,0.3098,0.2899,0.3741
cg06398251,0.7411,0.6326,0.5041,0.7395,0.4862,0.5757,0.8291,0.1915,0.1617,0.0423,0.1478,0.0622,0.0542,0.0707,0.1611,0.0336,0.2547,0.2244,0.174,0.1836,0.1351,0.1419,0.2055,0.1712,0.141
cg04462378,0.5924,0.4854,0.4302,0.5129,0.5367,0.6126,0.6265,0.0737,0.0716,0.1852,0.1046,0.0629,0.0508,0.036,0.1033,0.0257,0.1072,0.1771,0.1343,0.1539,0.1005,0.104,0.1049,0.1511,0.1106
cg14395885,0.9541,0.9529,0.9541,0.953,0.9649,0.9529,0.9778,0.6242,0.6095,0.0887,0.7333,0.850475,0.8537,0.9055,0.3802,0.0857,0.652,0.3651,0.5152,0.5585,0.604,0.3695,0.8394,0.5687,0.5113
cg21181453,0.5752,0.7286,0.6958,0.6627,0.8,0.5805,0.6019,0.0684,0.0747,0.0084,0.0633,0.062325,0.0319,0.0714,0.0544,0.0102,0.032,0.0416,0.0375,0.0467,0.0487,0.0176,0.089,0.0695,0.03
cg00769843,0.1656,0.3016,0.1669,0.1767,0.1807,0.1589,0.0876,0.0158,0.0109,0.0735,0.0211,0.00565,0.0127,0.0199,0.0398,0.0378,0.0375,0.0114,0.0087,0.006,0.0093,0.0047,0.0123,0.0119,0.0107
cg07218880,0.7409,0.3803,0.1549,0.0854,0.1773,0.8049,0.8053,0.4626,0.1143,0.1355,0.1529,0.110675,0.1844,0.2214,0.3192,0.0489,0.4271,0.2129,0.2922,0.2544,0.1892,0.1569,0.1873,0.2137,0.2707
cg06889535,0.4966,0.5182,0.4764,0.4786,0.5492,0.5371,0.3545,0.0198,0.2607,0.1609,0.1128,0.01245,0.0957,0.0291,0.0932,0.0146,0.0848,0.0909,0.0499,0.0447,0.0371,0.0232,0.0304,0.1519,0.0425
cg01377358,0.7631,0.5214,0.2125,0.6559,0.263,0.6809,0.8262,0.1691,0.3002,0.1654,0.131,0.185375,0.0931,0.0503,0.1742,0.0669,0.1933,0.4139,0.2241,0.2518,0.2512,0.1855,0.1738,0.1872,0.1925
cg11025609,0.7751,0.7393,0.577,0.4865,0.5468,0.7735,0.7126,0.2256,0.2781,0.4969,0.0795,0.0355,0.0318,0.0402,0.1576,0.0352,0.1656,0.1053,0.3066,0.3042,0.0894,0.0895,0.2068,0.121,0.0774
cg01726273,0.5246,0.0399,0.0514,0.1637,0.0551,0.5346,0.5601,0.0779,0.3905,0.0391,0.1168,0.07495,0.1421,0.0634,0.1531,0.3009,0.257,0.0985,0.1368,0.1429,0.0841,0.1434,0.5451,0.2119,0.1489
cg15185986,0.7174,0.5354,0.6731,0.6427,0.6466,0.7234,0.8066,0.1381,0.308,0.0292,0.1015,0.0774,0.0367,0.0269,0.138,0.0235,0.1359,0.1448,0.1919,0.2088,0.1063,0.1196,0.0906,0.1473,0.1456
cg06375761,0.161,0.1878,0.0776,0.0835,0.0453,0.1855,0.1159,0.0717,0.0775,0.0468,0.0347,0.013625,0.0455,0.0557,0.083,0.0491,0.0354,0.0661,0.018,0.0257,0.0171,0.0185,0.0289,0.0273,0.0273
cg13638257,0.1698,0.1944,0.0603,0.068,0.023,0.1998,0.1511,0.0658,0.063,0.018,0.0293,0.021775,0.0208,0.0185,0.0856,0.0385,0.0509,0.1167,0.0265,0.0379,0.02,0.0265,0.0437,0.0441,0.0452
cg14419102,0.3889,0.3972,0.2134,0.2314,0.1045,0.402,0.3891,0.2209,0.1183,0.0615,0.099,0.050075,0.054,0.0607,0.2296,0.1557,0.209,0.2397,0.1373,0.164,0.1088,0.0979,0.1517,0.1294,0.1246
cg18353226,0.2078,0.202,0.1136,0.1356,0.0758,0.2172,0.1582,0.1305,0.1331,0.0662,0.0837,0.0765,0.0707,0.0647,0.1323,0.0918,0.1035,0.1066,0.0958,0.1071,0.0834,0.0898,0.0892,0.0972,0.0977
cg26083458,0.4801,0.4564,0.203,0.2918,0.0862,0.4926,0.3948,0.2425,0.1603,0.0521,0.1009,0.069275,0.0764,0.0797,0.3012,0.1663,0.187,0.2876,0.1506,0.1932,0.1367,0.1487,0.1533,0.1584,0.1522
cg15575375,0.9152,0.96,0.9685,0.8539,0.9689,0.8811,0.9523,0.1207,0.1342,0.03,0.1493,0.01575,0.0129,0.0173,0.223,0.24,0.1487,0.2352,0.1552,0.2019,0.1112,0.1091,0.0954,0.2353,0.1149
cg07438103,0.586,0.4884,0.143,0.4274,0.0943,0.5752,0.6658,0.1315,0.1351,0.1056,0.2125,0.1252,0.0862,0.1577,0.1614,0.0813,0.1884,0.209,0.16,0.1671,0.1216,0.1476,0.2408,0.1387,0.1178
cg16988611,0.7131,0.5591,0.1881,0.5321,0.2221,0.6353,0.7894,0.1988,0.1684,0.6785,0.1697,0.211,0.1135,0.0962,0.2529,0.0946,0.152,0.1783,0.1375,0.1658,0.1222,0.1101,0.1005,0.178,0.1421
cg16017089,0.8361,0.9344,0.9069,0.8436,0.924,0.7792,0.8789,0.1722,0.0259,0.017,0.1072,0.0134,0.0173,0.0255,0.1213,0.0529,0.3156,0.2129,0.171,0.1522,0.1348,0.0746,0.1106,0.1895,0.0869
cg08659179,0.7245,0.5662,0.518,0.5368,0.5081,0.7123,0.7653,0.1157,0.0585,0.0683,0.1444,0.068725,0.0536,0.0639,0.1654,0.2937,0.1382,0.1613,0.1882,0.194,0.2552,0.2374,0.1291,0.1868,0.1701
cg16306706,0.6973,0.6043,0.5038,0.6889,0.4874,0.6543,0.7649,0.1452,0.1085,0.2276,0.0606,0.179575,0.2453,0.0349,0.1364,0.0858,0.1779,0.1129,0.1412,0.1258,0.2489,0.0682,0.0493,0.1434,0.0688
cg16829306,0.3748,0.2984,0.1131,0.2085,0.0667,0.3653,0.3071,0.091,0.1269,0.0678,0.1579,0.0765,0.0823,0.1323,0.1104,0.0619,0.1109,0.1103,0.1029,0.1238,0.1178,0.1031,0.0823,0.1053,0.1378
cg12461469,0.1733,0.0946,0.136,0.2033,0.2372,0.1864,0.332,0.0021,0.0251,0.0127,0.0152,0.009625,0.0087,0.0166,0.0382,0.0228,0.0142,0.0367,0.0139,0.0108,0.0156,0.0099,0.0175,0.0395,0.0148
cg13512830,0.4052,0.4846,0.4877,0.5211,0.5593,0.4909,0.5674,0.0684,0.1177,0.0467,0.0623,0.03685,0.0497,0.0446,0.14,0.0349,0.0485,0.1332,0.0831,0.0951,0.0865,0.0793,0.1305,0.1014,0.1342
cg08662757,0.0293,0.5156,0.0308,0.0123,0.0192,0.0164,0.0084,0.0103,0.0369,0.0121,0.0098,0.0182,0.0111,0.0041,0.0096,0.008,0.0163,0.0386,0.0412,0.0296,0.0251,0.0223,0.0312,0.0722,0.0195
cg14344261,0.0236,0.4105,0.0214,0.0111,0.0164,0.0089,0.0092,0.0137,0.0134,0.0105,0.0093,0.021025,0.0094,0.0116,0.0186,0.0105,0.0182,0.0425,0.0317,0.0312,0.021,0.0264,0.0269,0.0534,0.0277
cg13910860,0.0596,0.312,0.0593,0.0531,0.0571,0.0555,0.0117,0.0354,0.0533,0.0511,0.0511,0.05365,0.0579,0.0433,0.0663,0.0542,0.035,0.0612,0.0523,0.0398,0.0332,0.0403,0.0448,0.0542,0.0336
cg14317609,0.0291,0.8462,0.0595,0.0426,0.1156,0.0309,0.0231,0.0188,0.0448,0.0263,0.0227,0.039125,0.2707,0.0377,0.0235,0.0596,0.0203,0.0463,0.0565,0.0169,0.022,0.0502,0.0283,0.0368,0.0194
cg06671450,0.1299,0.3823,0.1582,0.1236,0.175,0.1187,0.0877,0.0891,0.1373,0.1073,0.1219,0.127825,0.1604,0.0934,0.0906,0.1371,0.0836,0.1677,0.1865,0.1572,0.1151,0.1794,0.1194,0.1575,0.1308
cg19697530,0.0196,0.2757,0.0485,0.0165,0.0536,0.0109,0.0034,0.0054,0.013,0.0095,0.0092,0.0025,0.0066,5e-04,0.0444,0.0072,0.005,0.008,0.018,0.014,0.0098,0.0064,0.0159,0.0394,0.0066
cg09097345,0.0102,0.1659,0.0182,0.0085,0.0444,0.0088,0.0035,0.0011,0.0064,0.0063,0.0101,0.00235,0.005,0.003,0.0188,0.0118,0.0053,0.0083,0.0109,0.0057,0.0046,0.005,0.0074,0.0286,0.0022
cg11033835,0.0124,0.2373,0.0344,0.0286,0.1462,0.0064,0.0146,0,0.0044,0.01,0.0098,0.004625,0.0062,0.0029,0.0202,0.0226,0.0173,0.0125,0.0149,0.0088,0.0101,0.0082,0.0093,0.0286,0.0108
cg19176391,0.033,0.5195,0.06,0.0328,0.0672,0.0234,0.0174,0.0174,0.1369,0.0254,0.0239,0.03885,0.0164,0.0172,0.0175,0.0217,0.0523,0.0634,0.0525,0.0417,0.055,0.0335,0.0399,0.0706,0.0412
cg25915131,0.0246,0.2428,0.0425,0.0543,0.0302,0.0428,0.1213,0.0914,0.1304,0.1069,0.0373,0.056225,0.0372,0.0227,0.0404,0.0743,0.0455,0.0436,0.0548,0.0385,0.0413,0.0231,0.0318,0.0584,0.0389
cg16802508,0.0884,0.4682,0.1489,0.091,0.1802,0.0796,0.0801,0.1114,0.3308,0.0951,0.0869,0.116375,0.0988,0.0895,0.1236,0.0778,0.1239,0.1551,0.1482,0.1468,0.133,0.1281,0.1372,0.1629,0.1521
cg25753024,0.0397,0.5014,0.0468,0.0427,0.036,0.0465,0.0124,0.0188,0.0835,0.0418,0.0429,0.036525,0.0559,0.0353,0.0451,0.0542,0.0275,0.0505,0.0382,0.0318,0.0232,0.0229,0.0399,0.0686,0.0331
cg05289892,0.0781,0.5664,0.081,0.071,0.0624,0.0622,0.0184,0.0092,0.0827,0.0586,0.0485,0.036325,0.0704,0.0663,0.0999,0.0885,0.026,0.0318,0.038,0.0203,0.0167,0.0149,0.0323,0.0515,0.0243
cg24704730,0.0131,0.1518,0.0143,0.0072,0.0126,0.0066,0.0026,0.0024,0.0067,0.0052,0.005,0.002775,0.0054,0.0057,0.0171,0.008,0.003,0.0133,0.0302,0.0276,0.0138,0.0072,0.0155,0.0888,0.0172
cg26059153,0.0155,0.1552,0.0588,0.017,0.1148,0.008,0.0047,0,0.0033,0.0046,0.0045,0.00125,0.0042,0.0013,0.0176,0.0038,0.0022,0.0327,0.0089,0.0099,0.0065,0.005,0.0104,0.0256,0.0045
cg06571075,0.0157,0.162,0.0308,0.021,0.1158,0.007,0.0045,0.0037,0.0065,0.0043,0.0175,0.014775,0.0025,0.0042,0.0122,0.006,0.0276,0.0347,0.0386,0.0521,0.0288,0.0286,0.0326,0.0679,0.0287
cg13650938,0.023,0.4081,0.1661,0.1171,0.1945,0.0188,0.0183,0.0066,0.1334,0.0114,0.0151,0.007525,0.0169,0.0148,0.028,0.011,0.011,0.0342,0.02,0.0153,0.0137,0.0142,0.0191,0.0377,0.0132
cg22451233,0.1806,0.2996,0.2061,0.1899,0.2464,0.1776,0.1215,0.1587,0.2022,0.1938,0.159,0.122775,0.2078,0.1976,0.2008,0.1892,0.1425,0.1596,0.0962,0.1121,0.0839,0.1111,0.1325,0.1328,0.1367
cg24634420,0.0114,0.1563,0.0186,0.015,0.0615,0.0043,0.0037,0.0047,0.0039,0.0022,0.0041,0.005475,0.0073,0.0041,0.0079,0.0076,0.0082,0.0538,0.0249,0.0319,0.0114,0.0125,0.0168,0.0538,0.0105
cg20937139,0.0511,0.1794,0.075,0.0542,0.1252,0.0437,0.0355,0.0463,0.0529,0.0415,0.0412,0.04275,0.0393,0.0434,0.0512,0.0433,0.043,0.0776,0.075,0.0739,0.0496,0.0582,0.0576,0.0901,0.0527
cg17364114,0.0151,0.1901,0.0269,0.0124,0.0492,0.0083,0.0014,0.0011,0.0078,0.0086,0.0087,0.00765,0.0115,0.0048,0.0092,0.0099,0.0023,0.0453,0.0543,0.0291,0.0106,0.0108,0.0335,0.0862,0.0179
cg10700424,0.0368,0.2004,0.0307,0.0244,0.0326,0.0229,0.0124,0.0138,0.0177,0.0244,0.0145,0.01065,0.0144,0.015,0.0676,0.0162,0.0126,0.0403,0.0524,0.0549,0.0265,0.0165,0.0279,0.0734,0.0226
cg07759394,0.0299,0.1746,0.0362,0.0268,0.0285,0.0264,0.0256,0.0043,0.01,0.0111,0.0147,0.01205,0.0095,0.0119,0.0352,0.014,0.0094,0.0101,0.0311,0.0239,0.0169,0.0086,0.0225,0.0437,0.0129
cg23919479,0.0143,0.1778,0.052,0.0218,0.1506,0.0125,0.0052,0.0051,0.0064,0.0108,0.0124,0.005125,0.0116,0.0099,0.0174,0.0109,0.0107,0.0387,0.0141,0.011,0.0076,0.0082,0.0114,0.0312,0.0071
cg22079161,0.0902,0.4205,0.0846,0.0784,0.135,0.0636,0.027,0.0245,0.0211,0.1798,0.0223,0.02665,0.0346,0.0209,0.0442,0.0252,0.025,0.0411,0.0348,0.0423,0.0224,0.0241,0.0293,0.0539,0.0193
cg13673164,0.035,0.1889,0.0456,0.0358,0.0642,0.0248,0.0057,0.0027,0.02,0.0045,0.0159,0.013775,0.0063,0.0077,0.0338,0.0082,0.0076,0.073,0.0225,0.0245,0.0105,0.0116,0.0109,0.0333,0.0138
cg08915603,0.0185,0.2257,0.0709,0.0308,0.1615,0.01,0.0073,0.0024,0.0069,0.0082,0.0169,0.0036,0.0105,0.0068,0.0382,0.013,0.0066,0.031,0.0293,0.0338,0.0124,0.0171,0.0289,0.0569,0.0138
cg09473510,0.0201,0.24,0.0847,0.0478,0.1847,0.0113,0.0132,0.0054,0.0071,0.0083,0.0163,0.00645,0.0059,0.0012,0.0356,0.0079,0.0144,0.045,0.0327,0.0448,0.0151,0.0246,0.0339,0.0773,0.0215
cg21918126,0.0112,0.151,0.039,0.0166,0.109,0.0088,0.0058,0.0081,0.0075,0.0147,0.0074,0.014225,0.0117,0.0037,0.0062,0.0034,0.0155,0.0178,0.0179,0.0189,0.0137,0.0131,0.0152,0.0304,0.0159
cg13920435,0.0358,0.2719,0.0365,0.0322,0.0251,0.0264,0.0121,0.0321,0.0348,0.0257,0.0259,0.0211,0.0385,0.0258,0.0602,0.0193,0.0318,0.0772,0.0277,0.0251,0.0172,0.0175,0.031,0.0808,0.0238
cg16357921,0.0701,0.2716,0.069,0.0566,0.0642,0.0584,0.0566,0.0749,0.0708,0.0544,0.0599,0.06105,0.0567,0.0555,0.0794,0.0535,0.0603,0.1302,0.1063,0.1117,0.0759,0.0794,0.0882,0.1407,0.0866
cg20536983,0.0585,0.2597,0.0634,0.0649,0.1058,0.0661,0.0136,0.028,0.053,0.0422,0.0422,0.057725,0.0416,0.0401,0.0678,0.0585,0.0569,0.0499,0.0512,0.0388,0.0303,0.0492,0.0482,0.1114,0.0551
cg03304380,0.025,0.2004,0.0164,0.0167,0.0431,0.0069,0.0049,0.0079,0.0059,0.005,0.0046,0.015725,0.0052,0.0023,0.0278,0.0044,0.0175,0.0421,0.0399,0.0454,0.0201,0.0349,0.0361,0.1135,0.0408
cg05191076,0.0162,0.2079,0.0458,0.0294,0.1724,0.0066,0.0014,0.0081,0.0038,0.006,0.0096,0.00635,0.0026,0.0041,0.0161,0.0064,0.0149,0.0421,0.0277,0.0398,0.0171,0.0233,0.0208,0.0597,0.0256
cg17426273,0.0157,0.2042,0.0618,0.0336,0.1472,0.0091,0.0071,0.0104,0.0135,0.0192,0.0074,0.012575,0.0103,0.0114,0.0288,0.0157,0.0179,0.0326,0.0181,0.0225,0.0129,0.0121,0.0189,0.0484,0.0121
cg08564661,0.0623,0.256,0.1081,0.0706,0.1938,0.051,0.0109,0.0217,0.0077,0.0174,0,0.0038,6e-04,0.0032,0.0475,0.0025,0.0065,0.0203,0.0194,0.0215,0.0163,0.0104,0.0185,0.0322,0.0177
cg03205140,0.074,0.1892,0.0823,0.0632,0.1285,0.0501,0.0313,0.0426,0.0458,0.0477,0.0399,0.029375,0.0478,0.0421,0.0632,0.0418,0.0312,0.0406,0.0492,0.0441,0.038,0.0304,0.0395,0.0512,0.0388
cg10576280,0.9112,0.9083,0.9186,0.9162,0.9309,0.9055,0.0534,0.0601,0.4791,0.629,0.3306,0.06595,0.4891,0.0257,0.0728,0.899,0.0528,0.0813,0.0771,0.0758,0.0608,0.0614,0.075,0.0774,0.0675
cg03287340,0.0163,0.1854,0.0845,0.0407,0.185,0.0161,0.0077,0.001,0.0092,0.0092,0.0103,0.00245,0.0187,0.0166,0.0215,0.0149,0.004,0.0175,0.0081,0.0112,0.0073,0.0083,0.0124,0.0232,0.0089
cg12585966,0.0075,0.3046,0.1704,0.0832,0.2144,0.0119,0.0055,0.0073,0.0187,0.0238,0.0312,0.01415,0.0114,0.0271,0.0335,0.0241,0.0258,0.0462,0.0285,0.0231,0.0145,0.0201,0.017,0.0345,0.0205
cg02458065,0.0226,0.2066,0.0935,0.0265,0.1594,0.0125,0.0028,0.0063,0.0041,0.0066,0.0073,0.003075,0.0066,0.0028,0.0241,0.0067,0.0201,0.0344,0.0288,0.039,0.0128,0.0185,0.0201,0.047,0.0149
cg24333845,0.0356,0.3536,0.0476,0.0395,0.043,0.037,0.0515,0.0565,0.0577,0.0424,0.0519,0.044375,0.026,0.0442,0.0779,0.0456,0.0389,0.0262,0.0514,0.0371,0.045,0.0477,0.0345,0.0402,0.0493
cg05884394,0.0687,0.1514,0.099,0.1005,0.1327,0.0833,0.0371,0.0451,0.0784,0.0885,0.0703,0.0461,0.1056,0.0981,0.0924,0.0952,0.0683,0.0269,0.0323,0.0116,0.0178,0.015,0.0378,0.0311,0.0349
cg03098837,0.0209,0.2297,0.045,0.0198,0.1542,0.0101,0.0056,0,0.0015,0.0086,0.0094,0.0035,0.0106,0.0064,0.0175,0.1232,0.0064,0.0403,0.0377,0.0265,0.0162,0.0141,0.0301,0.08,0.0159
cg24617568,0.0298,0.0714,0.0428,0.0479,0.0534,0.0292,0.0083,0.029,0.0457,0.0352,0.1212,0.063575,0.2033,0.0884,0.0479,0.2225,0.0301,0.0271,0.0318,0.0329,0.0127,0.028,0.0134,0.0255,0.0208
cg05446424,0.0175,0.1676,0.0402,0.02,0.086,0.0155,0.0046,0.0036,0.003,0.0055,0.0064,0.007125,0.0087,0.0129,0.0434,0.0055,0.01,0.0394,0.0252,0.0276,0.0162,0.0162,0.0231,0.0593,0.0169
cg05403555,0.0221,0.1486,0.0618,0.0338,0.1249,0.0155,0.0087,0.0012,0.0097,0.004,0.0151,0.00795,0.0104,9e-04,0.01,0.0253,0.0045,0.0034,0.0113,0.0213,0.0121,0.009,0.0091,0.0272,0.0094
cg04053392,0.0132,0.1638,0.025,0.0125,0.0538,0.0116,0.0092,0.0087,0.0079,0.0074,0.007,0.009975,0.0106,0.0084,0.0185,0.0186,0.0181,0.051,0.0283,0.0384,0.0164,0.0229,0.0285,0.0559,0.0239
cg11238048,0.1122,0.2961,0.1427,0.1092,0.1691,0.0964,0.0728,0.0904,0.109,0.0976,0.1034,0.084,0.0899,0.0862,0.124,0.1041,0.0777,0.111,0.1447,0.1437,0.0958,0.1155,0.1148,0.1649,0.1014
cg24416513,0.0072,0.2049,0.0201,0.0098,0.0431,0.0046,0.0107,0.0142,0.0066,0.0169,0.0369,0.019825,0.024,0.0183,0.0124,0.0028,0.0148,0.0387,0.0629,0.0466,0.0126,0.0129,0.025,0.156,0.0185
cg06906472,0.0273,0.2554,0.0344,0.0367,0.1272,0.0072,0.001,0.0025,0.0041,0.0051,0.011,0.003,0.0051,0.0821,0.0104,0.0142,0.0056,0.0484,0.0812,0.0691,0.0226,0.0317,0.0403,0.0962,0.026
cg18778433,0.0367,0.2315,0.0476,0.0465,0.0932,0.018,0.0051,0.0072,0.0165,0.0158,0.0132,0.008075,0.0233,0.0193,0.026,0.0197,0.0176,0.0475,0.0364,0.0403,0.0153,0.0203,0.0294,0.0953,0.0212
cg12535280,0.0478,0.301,0.0776,0.0747,0.1549,0.0222,0.0133,0.0231,0.0104,0.0101,0.0116,0.00635,0.008,0.0073,0.0193,0.0112,0.0137,0.0582,0.0629,0.0645,0.0301,0.0352,0.0462,0.1054,0.0356
cg05602862,0.0247,0.2574,0.0966,0.0451,0.2132,0.0166,0.006,0.0128,0.0154,0.0229,0.0201,0.00875,0.0074,0.0121,0.037,0.0181,0.0156,0.0472,0.0268,0.0344,0.0163,0.0262,0.0254,0.0547,0.0142
cg00604209,0.0182,0.1575,0.0519,0.0209,0.0815,0.0144,0.0057,0.0051,0.0127,0.0199,0.0095,0.0077,0.0113,0.0111,0.0192,0.0224,0.0124,0.0197,0.0212,0.0293,0.0113,0.0248,0.0134,0.044,0.0141
cg08915603,0.0185,0.2257,0.0709,0.0308,0.1615,0.01,0.0073,0.0024,0.0069,0.0082,0.0169,0.0036,0.0105,0.0068,0.0382,0.013,0.0066,0.031,0.0293,0.0338,0.0124,0.0171,0.0289,0.0569,0.0138
cg09473510,0.0201,0.24,0.0847,0.0478,0.1847,0.0113,0.0132,0.0054,0.0071,0.0083,0.0163,0.00645,0.0059,0.0012,0.0356,0.0079,0.0144,0.045,0.0327,0.0448,0.0151,0.0246,0.0339,0.0773,0.0215
cg24636477,0.0296,0.1855,0.0225,0.0329,0.0397,0.0306,0.0106,0.0097,0.0198,0.0212,0.028,0.010225,0.0263,0.0226,0.0246,0.0485,0.0195,0.0201,0.026,0.016,0.0102,0.0152,0.0259,0.0489,0.0338
cg01244944,0.0902,0.2597,0.113,0.0977,0.1727,0.1013,0.0591,0.0852,0.0779,0.0886,0.075,0.094775,0.0969,0.089,0.1009,0.0962,0.1258,0.1001,0.0925,0.0706,0.0637,0.0696,0.0862,0.1174,0.1089
cg27475132,0.0228,0.201,0.054,0.0257,0.1401,0.0114,0.0049,0.0067,0.0128,0.0124,0.0076,0.0098,0.0139,0.011,0.0446,0.0109,0.0124,0.0303,0.0291,0.0385,0.0132,0.0193,0.0256,0.0637,0.0218
cg24410535,0.0648,0.2,0.099,0.068,0.1558,0.0588,0.0503,0.0634,0.0819,0.0587,0.0607,0.06595,0.0685,0.0537,0.0784,0.0586,0.0696,0.0978,0.0953,0.1027,0.0717,0.0832,0.0858,0.1185,0.0839
cg25191850,0.0472,0.2607,0.0896,0.05,0.2047,0.037,0.0171,0.0108,0.0217,0.0152,0.0245,0.021875,0.0349,0.0202,0.0527,0.0216,0.0088,0.0156,0.0183,0.0125,0.0095,0.0122,0.0193,0.0467,0.0228
cg20947082,0.128,0.2066,0.1326,0.1214,0.1572,0.1256,0.0632,0.0388,0.1118,0.1126,0.0972,0.047525,0.1525,0.1296,0.1348,0.1103,0.0872,0.0593,0.0331,0.022,0.0218,0.0342,0.0658,0.045,0.0758
cg18301891,0.0099,0.1784,0.0399,0.0316,0.1466,0.0064,1e-04,0.0045,0.0042,0.0025,0.009,0.002825,0.0075,0.0035,0.0223,0.0038,0.0148,0.0708,0.021,0.0368,0.0115,0.0121,0.0129,0.0662,0.0462
